experiment_id,timestamp,test_strategy,container_id,device_type,firmware_version,open_port,protocol,service,auth_required,test_id,test_type,payload_size,timeout,vulnerability_found,execution_time_ms,simulation_mode,simulation_iteration,automl_tool,baseline_strategy
af457aef-bc86-4108-8c9a-ac7d75056011,2026-03-12T22:09:31.176069,generated,172.20.0.10,ftp_server,vsftpd-3.0.3,21,ftp,ftp,True,ftp_weak_creds_ext,auth,0,0,1,0,realistic,45,h2o,ml_guided
845d5986-ce0f-47bb-a1f7-bb87235770d7,2026-03-12T22:09:31.178041,generated,172.20.0.10,ftp_server,vsftpd-3.0.3,21,ftp,ftp,False,ftp_anonymous_login,auth,0,0,1,0,realistic,45,h2o,ml_guided
e2aa352e-946d-4a13-8b6d-63d438d496ab,2026-03-12T22:09:31.179694,generated,172.20.0.10,ftp_server,vsftpd-3.0.3,21,ftp,ftp,False,ftp_anonymous_real,auth,0,0,0,0,realistic,45,h2o,ml_guided
93c53d84-fded-4544-991d-7bf0188f0e27,2026-03-12T22:09:31.648085,generated,172.20.0.13,ftp_server,pure-ftpd-1.0.50,21,ftp,ftp,True,ftp_weak_creds_ext,auth,0,0,0,0,realistic,45,h2o,ml_guided
15830466-3668-4397-b628-8c82eb426dda,2026-03-12T22:09:31.650211,generated,172.20.0.13,ftp_server,pure-ftpd-1.0.50,21,ftp,ftp,False,ftp_anonymous_login,auth,0,0,0,0,realistic,45,h2o,ml_guided
53f97a53-7b4f-4ac6-a008-7d6b2963f65c,2026-03-12T22:09:31.651807,generated,172.20.0.13,ftp_server,pure-ftpd-1.0.50,21,ftp,ftp,False,ftp_anonymous_real,auth,0,0,0,0,realistic,45,h2o,ml_guided
3a89a39b-7f30-4d63-b000-12b77293956d,2026-03-12T22:09:42.002681,generated,172.20.0.20,ftp_server,pure-ftpd-1.0.49,21,ftp,ftp,True,ftp_weak_creds_ext,auth,0,0,1,0,realistic,45,h2o,ml_guided
2a021027-2cbe-40be-8961-44c01078818e,2026-03-12T22:09:42.004565,generated,172.20.0.20,ftp_server,pure-ftpd-1.0.49,21,ftp,ftp,False,ftp_anonymous_login,auth,0,0,0,0,realistic,45,h2o,ml_guided
139a1a99-0d5d-4b90-bbc2-fd7ad7640bce,2026-03-12T22:09:42.006166,generated,172.20.0.20,ftp_server,pure-ftpd-1.0.49,21,ftp,ftp,False,ftp_anonymous_real,auth,0,0,0,0,realistic,45,h2o,ml_guided
06f837fa-369f-4d51-ac3c-6e1f0c2bb0bb,2026-03-12T22:09:48.697053,generated,172.20.0.12,telnet_gateway,busybox-1.31.1,23,telnet,telnet,True,telnet_default_creds,auth,0,0,1,0,realistic,45,h2o,ml_guided
44ff1a52-b023-446f-94ca-7339a459a6a4,2026-03-12T22:09:48.698939,generated,172.20.0.12,telnet_gateway,busybox-1.31.1,23,telnet,telnet,False,telnet_open,exposed_service,0,0,1,0,realistic,45,h2o,ml_guided
ce3c8a40-49c2-4b3f-b53b-14bbf3540a28,2026-03-12T22:09:48.700504,generated,172.20.0.12,telnet_gateway,busybox-1.31.1,23,telnet,telnet,False,telnet_banner_leak,info_disclosure,0,0,1,0,realistic,45,h2o,ml_guided
83940ab5-3c56-49d9-8ed3-9358d1c2f85d,2026-03-12T22:09:48.702042,generated,172.20.0.12,telnet_gateway,busybox-1.31.1,23,telnet,telnet,False,telnet_no_encryption,crypto,0,0,1,0,realistic,45,h2o,ml_guided
0c24ce1d-4d28-42e7-8907-9b61dce3ba27,2026-03-12T22:09:49.859392,generated,172.20.0.17,ssh_server,openssh-6.6.1,22,ssh,ssh,True,ssh_weak_auth,auth,0,0,1,0,realistic,45,h2o,ml_guided
