experiment_id,timestamp,test_strategy,container_id,device_type,firmware_version,open_port,protocol,service,auth_required,test_id,test_type,payload_size,timeout,vulnerability_found,execution_time_ms,simulation_mode,simulation_iteration,automl_tool,baseline_strategy
d0a9a77d-202f-4b6b-b0d5-818608febfda,2026-03-12T19:38:13.354596,generated,172.20.0.11,http_server,nginx-1.19.0,80,http,http,True,http_default_credentials,auth,0,0,1,0,medium,94,h2o,ml_guided
e85e6f63-fdae-48e0-9552-e65c4f9def32,2026-03-12T19:38:13.356522,generated,172.20.0.11,http_server,nginx-1.19.0,80,http,http,True,http_default_creds_ext,auth,0,0,1,0,medium,94,h2o,ml_guided
2aa1d1bb-6c49-460f-bc8a-6ba5e3d78cb4,2026-03-12T19:38:13.358186,generated,172.20.0.11,http_server,nginx-1.19.0,80,http,http,False,http_directory_listing,misconfiguration,0,0,0,0,medium,94,h2o,ml_guided
b1963219-9c19-423c-a2ae-6b51c88917fd,2026-03-12T19:38:13.359943,generated,172.20.0.11,http_server,nginx-1.19.0,80,http,http,False,http_directory_traversal,path_traversal,0,0,1,0,medium,94,h2o,ml_guided
fde99a79-f7f2-4655-b2ca-03eb9a42f339,2026-03-12T19:38:13.361435,generated,172.20.0.11,http_server,nginx-1.19.0,80,http,http,False,http_dangerous_methods,misconfiguration,0,0,1,0,medium,94,h2o,ml_guided
49bebf24-95aa-4d50-9a28-094c2ae16f55,2026-03-12T19:38:13.362942,generated,172.20.0.11,http_server,nginx-1.19.0,80,http,http,False,http_missing_sec_headers,hardening,0,0,1,0,medium,94,h2o,ml_guided
15ca4509-53e1-44f9-9a1d-4eb5c5bd1162,2026-03-12T19:38:13.364467,generated,172.20.0.11,http_server,nginx-1.19.0,80,http,http,False,http_sensitive_files,info_disclosure,0,0,1,0,medium,94,h2o,ml_guided
fabc6833-aed6-4524-8061-3057e3622d31,2026-03-12T19:38:13.365967,generated,172.20.0.11,http_server,nginx-1.19.0,80,http,http,False,http_open_admin,exposed_interface,0,0,1,0,medium,94,h2o,ml_guided
d8c10f21-9ba7-4bd5-8562-0f6a1cdbfa32,2026-03-12T19:38:13.367428,generated,172.20.0.11,http_server,nginx-1.19.0,80,http,http,False,http_verbose_server,fingerprinting,0,0,1,0,medium,94,h2o,ml_guided
66a321f5-af09-47e7-b156-67c7981bd47e,2026-03-12T19:38:13.368944,generated,172.20.0.11,http_server,nginx-1.19.0,80,http,http,False,http_no_auth,auth,0,0,0,0,medium,94,h2o,ml_guided
