experiment_id,timestamp,test_strategy,container_id,device_type,firmware_version,open_port,protocol,service,auth_required,test_id,test_type,payload_size,timeout,vulnerability_found,execution_time_ms,simulation_mode,simulation_iteration,automl_tool,baseline_strategy
d98ea9f8-9822-4e18-b2f6-b2bc7b9d53f0,2026-03-12T01:06:54.222348,generated,172.20.0.12,telnet_gateway,busybox-1.31.1,23,telnet,telnet,True,telnet_default_creds,auth,0,0,1,0,deterministic,64,h2o,ml_guided
669b30a6-587e-423c-a2c3-0a12d983302f,2026-03-12T01:06:54.224492,generated,172.20.0.12,telnet_gateway,busybox-1.31.1,23,telnet,telnet,False,telnet_open,exposed_service,0,0,1,0,deterministic,64,h2o,ml_guided
eb925bd2-395b-43dc-8803-9e2305bd1704,2026-03-12T01:06:54.226433,generated,172.20.0.12,telnet_gateway,busybox-1.31.1,23,telnet,telnet,False,telnet_banner_leak,info_disclosure,0,0,1,0,deterministic,64,h2o,ml_guided
209edae0-2cf8-4a7c-bdf6-8469898189b9,2026-03-12T01:06:54.228192,generated,172.20.0.12,telnet_gateway,busybox-1.31.1,23,telnet,telnet,False,telnet_no_encryption,crypto,0,0,1,0,deterministic,64,h2o,ml_guided
51436ab5-f589-42ac-9f9d-870adcec8c6a,2026-03-12T01:07:06.914080,generated,172.20.0.1,target,unknown,1883,mqtt,mqtt,False,mqtt_open_access,auth,0,0,1,0,deterministic,64,h2o,ml_guided
0c637d35-8ce6-4dc8-9685-730689497320,2026-03-12T01:07:06.916310,generated,172.20.0.1,target,unknown,1883,mqtt,mqtt,False,mqtt_anon_publish,auth,0,0,1,0,deterministic,64,h2o,ml_guided
faa2fbf1-39d1-448a-b2a3-f154a21530a7,2026-03-12T01:07:06.917997,generated,172.20.0.1,target,unknown,1883,mqtt,mqtt,False,mqtt_acl_bypass,authorization,0,0,1,0,deterministic,64,h2o,ml_guided
cf4aa072-8a5d-4211-806c-ee3de87f76bf,2026-03-12T01:07:06.919635,generated,172.20.0.1,target,unknown,1883,mqtt,mqtt,False,mqtt_topic_enum,info_disclosure,0,0,1,0,deterministic,64,h2o,ml_guided
86e9e13a-047d-464f-ba41-7d803f7c2f6a,2026-03-12T01:07:06.921252,generated,172.20.0.1,target,unknown,1883,mqtt,mqtt,False,mqtt_retained_messages,info_disclosure,0,0,1,0,deterministic,64,h2o,ml_guided
85a25879-6b82-42d0-96cb-8b4e34656a09,2026-03-12T01:07:06.922963,generated,172.20.0.1,target,unknown,1883,mqtt,mqtt,False,mqtt_wildcard_sub,authorization,0,0,1,0,deterministic,64,h2o,ml_guided
f1bdd816-0439-48c4-a83a-f99a9366877c,2026-03-12T01:07:06.924613,generated,172.20.0.1,target,unknown,1883,mqtt,mqtt,False,mqtt_sensitive_topics,info_disclosure,0,0,1,0,deterministic,64,h2o,ml_guided
