experiment_id,timestamp,test_strategy,container_id,device_type,firmware_version,open_port,protocol,service,auth_required,test_id,test_type,payload_size,timeout,vulnerability_found,execution_time_ms,simulation_mode,simulation_iteration,automl_tool,baseline_strategy
d1033924-d519-4d8f-872b-740d16ed901f,2026-03-12T18:30:34.830288,generated,172.20.0.1,target,unknown,502,modbus,modbus,False,modbus_read_register,auth,0,0,1,0,medium,74,h2o,ml_guided
8231224d-6a83-4d06-a132-0ff160b9559a,2026-03-12T18:30:34.832341,generated,172.20.0.1,target,unknown,502,modbus,modbus,False,modbus_device_id,information_disclosure,0,0,0,0,medium,74,h2o,ml_guided
f48a8e32-725e-4630-9a42-a78f00323168,2026-03-12T18:30:34.834066,generated,172.20.0.1,target,unknown,502,modbus,modbus,False,modbus_write_coil,auth,0,0,1,0,medium,74,h2o,ml_guided
d7765cf5-d3f2-426a-848f-d754be32f0d1,2026-03-12T18:30:34.835786,generated,172.20.0.1,target,unknown,502,modbus,modbus,False,modbus_read_input_reg,auth,0,0,1,0,medium,74,h2o,ml_guided
9d54c34f-b9e2-4c88-af49-b2880697d12c,2026-03-12T18:30:34.837295,generated,172.20.0.1,target,unknown,502,modbus,modbus,False,modbus_read_discrete,auth,0,0,1,0,medium,74,h2o,ml_guided
f07361fd-558b-4263-869b-86f77f5424bc,2026-03-12T18:30:34.838745,generated,172.20.0.1,target,unknown,502,modbus,modbus,False,modbus_read_coils,auth,0,0,1,0,medium,74,h2o,ml_guided
fa251de3-2ac6-4749-9211-4e577932c505,2026-03-12T18:30:34.840203,generated,172.20.0.1,target,unknown,502,modbus,modbus,False,modbus_write_register,auth,0,0,1,0,medium,74,h2o,ml_guided
f0e9e59f-7621-4ab0-8786-92e0ac5b3288,2026-03-12T18:30:47.431203,generated,172.20.0.1,target,unknown,1883,mqtt,mqtt,False,mqtt_open_access,auth,0,0,1,0,medium,74,h2o,ml_guided
10f4d5e2-854e-48e1-b63c-78e3095af1e4,2026-03-12T18:30:47.433123,generated,172.20.0.1,target,unknown,1883,mqtt,mqtt,False,mqtt_anon_publish,auth,0,0,1,0,medium,74,h2o,ml_guided
9af4f586-79d3-4277-97bd-24d15fae42e9,2026-03-12T18:30:47.434680,generated,172.20.0.1,target,unknown,1883,mqtt,mqtt,False,mqtt_acl_bypass,authorization,0,0,1,0,medium,74,h2o,ml_guided
36d0d1bd-0412-4f7a-bc8d-ea20849bfdf1,2026-03-12T18:30:47.436183,generated,172.20.0.1,target,unknown,1883,mqtt,mqtt,False,mqtt_topic_enum,info_disclosure,0,0,1,0,medium,74,h2o,ml_guided
9dd61d7e-fbc5-4abd-b793-431fb298bc9c,2026-03-12T18:30:47.437699,generated,172.20.0.1,target,unknown,1883,mqtt,mqtt,False,mqtt_retained_messages,info_disclosure,0,0,1,0,medium,74,h2o,ml_guided
3d501a6f-9500-49d4-9fbe-6b84fc7c782c,2026-03-12T18:30:47.439175,generated,172.20.0.1,target,unknown,1883,mqtt,mqtt,False,mqtt_wildcard_sub,authorization,0,0,0,0,medium,74,h2o,ml_guided
f35d8dd5-e700-452a-8fb7-6b0fb548f29f,2026-03-12T18:30:47.440673,generated,172.20.0.1,target,unknown,1883,mqtt,mqtt,False,mqtt_sensitive_topics,info_disclosure,0,0,1,0,medium,74,h2o,ml_guided
771de84e-ddb8-41d6-9589-004be8a51ca9,2026-03-12T18:30:47.950384,generated,172.20.0.11,http_server,nginx-1.19.0,80,http,http,True,http_default_credentials,auth,0,0,0,0,medium,74,h2o,ml_guided
0584292a-f170-4e4e-bc0a-dec4c4377b75,2026-03-12T18:30:47.952357,generated,172.20.0.11,http_server,nginx-1.19.0,80,http,http,True,http_default_creds_ext,auth,0,0,1,0,medium,74,h2o,ml_guided
67fa9abd-4f2f-4e61-9161-ecb81008ab80,2026-03-12T18:30:47.953922,generated,172.20.0.11,http_server,nginx-1.19.0,80,http,http,False,http_directory_listing,misconfiguration,0,0,0,0,medium,74,h2o,ml_guided
cf15c686-9844-477b-93a9-0048d50d1d99,2026-03-12T18:30:47.955534,generated,172.20.0.11,http_server,nginx-1.19.0,80,http,http,False,http_directory_traversal,path_traversal,0,0,1,0,medium,74,h2o,ml_guided
666a9d4f-dadb-4d11-aac8-10c8528e141a,2026-03-12T18:30:47.957062,generated,172.20.0.11,http_server,nginx-1.19.0,80,http,http,False,http_dangerous_methods,misconfiguration,0,0,1,0,medium,74,h2o,ml_guided
21129a9d-f540-46f6-bb2e-f66e616f0920,2026-03-12T18:30:47.958590,generated,172.20.0.11,http_server,nginx-1.19.0,80,http,http,False,http_missing_sec_headers,hardening,0,0,1,0,medium,74,h2o,ml_guided
39e123f8-3e7a-453d-a1ad-ea414e55b07d,2026-03-12T18:30:47.960082,generated,172.20.0.11,http_server,nginx-1.19.0,80,http,http,False,http_sensitive_files,info_disclosure,0,0,0,0,medium,74,h2o,ml_guided
