experiment_id,timestamp,test_strategy,container_id,device_type,firmware_version,open_port,protocol,service,auth_required,test_id,test_type,payload_size,timeout,vulnerability_found,execution_time_ms,simulation_mode,simulation_iteration,automl_tool,baseline_strategy
d95697b5-46b8-4e61-b590-775e8c0bdfb7,2026-03-13T01:38:24.628359,generated,172.20.0.11,http_server,nginx-1.19.0,80,http,http,True,http_default_credentials,auth,0,0,1,0,deterministic,13,autogluon,ml_guided
0dae5138-4c9d-43ba-b4a5-526f27dd0cc4,2026-03-13T01:38:24.630469,generated,172.20.0.11,http_server,nginx-1.19.0,80,http,http,True,http_default_creds_ext,auth,0,0,1,0,deterministic,13,autogluon,ml_guided
92456248-97b0-40cd-9351-28876d8a98bf,2026-03-13T01:38:24.632180,generated,172.20.0.11,http_server,nginx-1.19.0,80,http,http,False,http_directory_listing,misconfiguration,0,0,0,0,deterministic,13,autogluon,ml_guided
1fdc8719-c2be-400e-8ba8-f858502c6921,2026-03-13T01:38:24.634031,generated,172.20.0.11,http_server,nginx-1.19.0,80,http,http,False,http_directory_traversal,path_traversal,0,0,1,0,deterministic,13,autogluon,ml_guided
5ca65065-396a-42c6-9c9c-4e15988e3744,2026-03-13T01:38:24.635700,generated,172.20.0.11,http_server,nginx-1.19.0,80,http,http,False,http_dangerous_methods,misconfiguration,0,0,1,0,deterministic,13,autogluon,ml_guided
3089da59-0e38-4557-9bfe-a6e3aac00cd1,2026-03-13T01:38:24.637215,generated,172.20.0.11,http_server,nginx-1.19.0,80,http,http,False,http_missing_sec_headers,hardening,0,0,1,0,deterministic,13,autogluon,ml_guided
778ab94b-8704-4a0d-aae9-83aaf8546895,2026-03-13T01:38:24.638732,generated,172.20.0.11,http_server,nginx-1.19.0,80,http,http,False,http_sensitive_files,info_disclosure,0,0,1,0,deterministic,13,autogluon,ml_guided
01440f54-9d43-4189-9acf-76cc52f8a1e5,2026-03-13T01:38:24.640343,generated,172.20.0.11,http_server,nginx-1.19.0,80,http,http,False,http_open_admin,exposed_interface,0,0,1,0,deterministic,13,autogluon,ml_guided
01b42b6b-bd0d-4505-8dc2-848317260da7,2026-03-13T01:38:24.641915,generated,172.20.0.11,http_server,nginx-1.19.0,80,http,http,False,http_verbose_server,fingerprinting,0,0,1,0,deterministic,13,autogluon,ml_guided
96a78c0b-7aec-4aa7-a1ef-b4c0fea458d5,2026-03-13T01:38:24.643406,generated,172.20.0.11,http_server,nginx-1.19.0,80,http,http,False,http_no_auth,auth,0,0,0,0,deterministic,13,autogluon,ml_guided
a3f7f9bc-4530-4e8b-a687-23d989fccfd2,2026-03-13T01:38:24.645003,generated,172.20.0.11,http_server,nginx-1.19.0,80,http,http,False,http_sensitive_files_ext,info_disclosure,0,0,1,0,deterministic,13,autogluon,ml_guided
531c64ae-9e0f-4897-bc88-fb26fc5182f7,2026-03-13T01:38:24.646602,generated,172.20.0.11,http_server,nginx-1.19.0,80,http,http,False,http_open_admin_ext,exposed_interface,0,0,0,0,deterministic,13,autogluon,ml_guided
bf4b7659-d245-4f31-bd28-f551a560515d,2026-03-13T01:38:24.648099,generated,172.20.0.11,http_server,nginx-1.19.0,80,http,http,False,http_cors_misconfig,misconfiguration,0,0,0,0,deterministic,13,autogluon,ml_guided
d336481b-3194-4b8e-8985-5afae41355e8,2026-03-13T01:38:24.649672,generated,172.20.0.11,http_server,nginx-1.19.0,80,http,http,False,http_insecure_cookies,hardening,0,0,0,0,deterministic,13,autogluon,ml_guided
d021b2a3-161e-47ac-bf5f-96dcb87ccbf7,2026-03-13T01:38:24.651128,generated,172.20.0.11,http_server,nginx-1.19.0,80,http,http,False,http_trace_method,misconfiguration,0,0,1,0,deterministic,13,autogluon,ml_guided
b1e72fbb-bb61-4603-9280-00eadb510ff5,2026-03-13T01:38:24.652889,generated,172.20.0.11,http_server,nginx-1.19.0,80,http,http,False,http_traversal_encoded,path_traversal,0,0,0,0,deterministic,13,autogluon,ml_guided
